"Country","Year","FoodCode","FoodName","AgeClass","SourceAgeClass","Gender","Number_of_consumers","Consumers_Mean","Consumers_Median","Consumers_P05__g_day_","Consumers_P90__g_day_","Consumers_P95__g_day_","Consumers_P975__g_day_","Consumers_Standard_deviation__g_day_","Number_of_subjects","Total_Mean","Total_Median","Total_P05__g_day_","Total_P90__g_day_","Total_P95__g_day_","Total_P975__g_day_","Total_Standard_deviation__g_day_","Intake_Unit"
"France","2014","A038G","Duck fat, processed","Adults and Elderly","Elderly","Female","5","0.08","0.05","0.03","-1","0.18","0.19","0.07","211","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A038G","Duck fat, processed","Adults and Elderly","Elderly","Male","3","0.05","0.03","0.01","-1","0.11","0.11","0.06","173","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A038H","Goose fat, processed","Adults and Elderly","Elderly","Male","1","0.06","0.06","0.06","-1","0.06","0.06","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A036P","Olive oils","Adults and Elderly","Elderly","Female","173","0.27","0.22","0.02","-1","0.69","0.78","0.21","211","0.22","0.16","0","-1","0.64","0.76","0.22","g/kg.bw/day"
"France","2014","A036P","Olive oils","Adults and Elderly","Elderly","Male","125","0.25","0.21","0.02","-1","0.53","0.73","0.23","173","0.18","0.1","0","-1","0.48","0.66","0.23","g/kg.bw/day"
"France","2014","A01GT","Cherry plums","Adults and Elderly","Elderly","Female","3","0.56","0.51","0.42","-1","0.75","0.76","0.19","211","0.01","0","0","-1","0","0","0.07","g/kg.bw/day"
"France","2014","A01GT","Cherry plums","Adults and Elderly","Elderly","Male","3","0.67","0.62","0.33","-1","1.05","1.07","0.4","173","0.01","0","0","-1","0","0","0.1","g/kg.bw/day"
"France","2014","A01GX","Gages","Adults and Elderly","Elderly","Female","3","0.55","0.46","0.35","-1","0.81","0.83","0.27","211","0.01","0","0","-1","0","0","0.07","g/kg.bw/day"
"France","2014","A01GX","Gages","Adults and Elderly","Elderly","Male","2","0.88","0.88","0.82","-1","0.94","0.94","0.09","173","0.01","0","0","-1","0","0","0.09","g/kg.bw/day"
"France","2014","A01QQ","Chocolate coated dried fruit","Adults and Elderly","Elderly","Female","1","0.04","0.04","0.04","-1","0.04","0.04","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A01MD","Dried apricots","Adults and Elderly","Elderly","Female","4","0.21","0.21","0.1","-1","0.33","0.33","0.12","211","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2014","A01MD","Dried apricots","Adults and Elderly","Elderly","Male","2","0.1","0.1","0.1","-1","0.1","0.1","0","173","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A01MJ","Dried bananas","Adults and Elderly","Elderly","Male","1","0.1","0.1","0.1","-1","0.1","0.1","0","173","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A01MF","Dried dates","Adults and Elderly","Elderly","Female","1","0.22","0.22","0.22","-1","0.22","0.22","0","211","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A01MF","Dried dates","Adults and Elderly","Elderly","Male","1","0.11","0.11","0.11","-1","0.11","0.11","0","173","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A01MG","Dried figs","Adults and Elderly","Elderly","Female","7","0.29","0.27","0.11","-1","0.55","0.59","0.19","211","0.01","0","0","-1","0","0.14","0.06","g/kg.bw/day"
"France","2014","A01MG","Dried figs","Adults and Elderly","Elderly","Male","1","0.25","0.25","0.25","-1","0.25","0.25","0","173","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A01MB","Dried prunes","Adults and Elderly","Elderly","Female","5","0.22","0.15","0.1","-1","0.39","0.39","0.14","211","0.01","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2014","A01MB","Dried prunes","Adults and Elderly","Elderly","Male","7","0.28","0.23","0.12","-1","0.63","0.7","0.23","173","0.01","0","0","-1","0","0.17","0.07","g/kg.bw/day"
"France","2014","A01ME","Dried vine fruits (raisins etc.)","Adults and Elderly","Elderly","Female","18","0.06","0.03","0","-1","0.21","0.23","0.07","211","0","0","0","-1","0.03","0.05","0.02","g/kg.bw/day"
"France","2014","A01ME","Dried vine fruits (raisins etc.)","Adults and Elderly","Elderly","Male","11","0.05","0.04","0.01","-1","0.11","0.13","0.04","173","0","0","0","-1","0.03","0.04","0.01","g/kg.bw/day"
"France","2014","A01QF","Mixed dried fruits","Adults and Elderly","Elderly","Female","1","0.83","0.83","0.83","-1","0.83","0.83","0","211","0","0","0","-1","0","0","0.06","g/kg.bw/day"
"France","2014","A01PD","Compote of fruit / vegetables","Adults and Elderly","Elderly","Female","4","0.84","0.69","0.34","-1","1.55","1.61","0.6","211","0.02","0","0","-1","0","0","0.14","g/kg.bw/day"
"France","2014","A01PD","Compote of fruit / vegetables","Adults and Elderly","Elderly","Male","1","0.63","0.63","0.63","-1","0.63","0.63","0","173","0","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2014","A01PF","Fruit compote, apple","Adults and Elderly","Elderly","Female","36","1.4","1.2","0.34","-1","4.19","4.5","1.15","211","0.24","0","0","-1","1.6","2.06","0.71","g/kg.bw/day"
"France","2014","A01PF","Fruit compote, apple","Adults and Elderly","Elderly","Male","15","0.98","0.97","0.42","-1","1.59","1.74","0.42","173","0.08","0","0","-1","0.92","1.23","0.3","g/kg.bw/day"
"France","2014","A01PG","Fruit compote, pear","Adults and Elderly","Elderly","Female","2","0.88","0.88","0.76","-1","1.01","1.02","0.2","211","0.01","0","0","-1","0","0","0.09","g/kg.bw/day"
"France","2014","A01AM","Capers buds","Adults and Elderly","Elderly","Female","1","0.05","0.05","0.05","-1","0.05","0.05","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A01AM","Capers buds","Adults and Elderly","Elderly","Male","3","0.05","0.05","0.01","-1","0.09","0.1","0.05","173","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A016Y","Basil, dry","Adults and Elderly","Elderly","Female","1","0.01","0.01","0.01","-1","0.01","0.01","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A016Y","Basil, dry","Adults and Elderly","Elderly","Male","1","0","0","0","-1","0","0","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A016Z","Bay leaves, dry","Adults and Elderly","Elderly","Female","4","0","0","0","-1","0","0","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A016Z","Bay leaves, dry","Adults and Elderly","Elderly","Male","5","0","0","0","-1","0.01","0.01","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A016T","Dried herbs","Adults and Elderly","Elderly","Female","30","0.01","0","0","-1","0.03","0.05","0.02","211","0","0","0","-1","0.01","0.01","0.01","g/kg.bw/day"
"France","2014","A016T","Dried herbs","Adults and Elderly","Elderly","Male","19","0.01","0.01","0","-1","0.02","0.02","0.01","173","0","0","0","-1","0.01","0.01","0","g/kg.bw/day"
"France","2014","A017G","Marjoram, dry","Adults and Elderly","Elderly","Female","1","0.01","0.01","0.01","-1","0.01","0.01","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A017Q","Thyme, dry","Adults and Elderly","Elderly","Female","5","0","0","0","-1","0.01","0.01","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A017Q","Thyme, dry","Adults and Elderly","Elderly","Male","5","0","0","0","-1","0.01","0.01","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A01AR","Saffron","Adults and Elderly","Elderly","Female","6","0","0","0","-1","0","0","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A01AR","Saffron","Adults and Elderly","Elderly","Male","6","0","0","0","-1","0","0","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A018V","Cardamom fruit","Adults and Elderly","Elderly","Male","1","0","0","0","-1","0","0","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A018X","Juniper berry","Adults and Elderly","Elderly","Female","1","0","0","0","-1","0","0","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A018X","Juniper berry","Adults and Elderly","Elderly","Male","2","0","0","0","-1","0","0","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A019K","Peppers, dried","Adults and Elderly","Elderly","Female","29","0","0","0","-1","0.01","0.01","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A019K","Peppers, dried","Adults and Elderly","Elderly","Male","15","0","0","0","-1","0","0","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A019L","Paprika powder","Adults and Elderly","Elderly","Female","16","0","0","0","-1","0.01","0.01","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A019L","Paprika powder","Adults and Elderly","Elderly","Male","11","0","0","0","-1","0.02","0.02","0.01","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A018Z","Peppercorn (black, green and white)","Adults and Elderly","Elderly","Female","185","0","0","0","-1","0.01","0.01","0","211","0","0","0","-1","0.01","0.01","0","g/kg.bw/day"
"France","2014","A018Z","Peppercorn (black, green and white)","Adults and Elderly","Elderly","Male","142","0","0","0","-1","0.01","0.01","0","173","0","0","0","-1","0.01","0.01","0","g/kg.bw/day"
"France","2014","A037L","Other plant oils","Adults and Elderly","Elderly","Female","1","0.02","0.02","0.02","-1","0.02","0.02","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A037M","Coconut oil/fat","Adults and Elderly","Elderly","Male","1","0.11","0.11","0.11","-1","0.11","0.11","0","173","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A036V","Rape seed oil, edible","Adults and Elderly","Elderly","Female","14","0.11","0.09","0.02","-1","0.24","0.3","0.09","211","0.01","0","0","-1","0.06","0.11","0.03","g/kg.bw/day"
"France","2014","A036V","Rape seed oil, edible","Adults and Elderly","Elderly","Male","13","0.05","0.02","0","-1","0.13","0.14","0.05","173","0","0","0","-1","0.01","0.05","0.02","g/kg.bw/day"
"France","2014","A037A","Peanut oil, edible","Adults and Elderly","Elderly","Female","6","0.03","0.02","0","-1","0.07","0.08","0.03","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A037A","Peanut oil, edible","Adults and Elderly","Elderly","Male","8","0.07","0.06","0.01","-1","0.13","0.13","0.06","173","0","0","0","-1","0","0.04","0.02","g/kg.bw/day"
"France","2014","A037C","Sesame seed oil, edible","Adults and Elderly","Elderly","Male","1","0.02","0.02","0.02","-1","0.02","0.02","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A037D","Sunflower seed oil, edible","Adults and Elderly","Elderly","Female","36","0.05","0.05","0","-1","0.12","0.12","0.04","211","0.01","0","0","-1","0.07","0.11","0.03","g/kg.bw/day"
"France","2014","A037D","Sunflower seed oil, edible","Adults and Elderly","Elderly","Male","29","0.08","0.04","0.01","-1","0.28","0.32","0.09","173","0.01","0","0","-1","0.08","0.18","0.05","g/kg.bw/day"
"France","2014","A037F","Grape seed oil","Adults and Elderly","Elderly","Female","2","0.08","0.08","0.08","-1","0.08","0.08","0","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A037F","Grape seed oil","Adults and Elderly","Elderly","Male","6","0.05","0.05","0.01","-1","0.1","0.11","0.04","173","0","0","0","-1","0","0.04","0.01","g/kg.bw/day"
"France","2014","A037G","Linseed oil","Adults and Elderly","Elderly","Female","1","0.26","0.26","0.26","-1","0.26","0.26","0","211","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A037G","Linseed oil","Adults and Elderly","Elderly","Male","1","0.02","0.02","0.02","-1","0.02","0.02","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A037K","Walnut oil","Adults and Elderly","Elderly","Female","6","0.07","0.07","0.03","-1","0.12","0.13","0.04","211","0","0","0","-1","0","0.04","0.01","g/kg.bw/day"
"France","2014","A036N","Vegetable fats and oils, edible","Adults and Elderly","Elderly","Female","35","0.05","0.05","0.01","-1","0.12","0.15","0.04","211","0.01","0","0","-1","0.06","0.08","0.03","g/kg.bw/day"
"France","2014","A036N","Vegetable fats and oils, edible","Adults and Elderly","Elderly","Male","36","0.04","0.03","0.01","-1","0.1","0.13","0.03","173","0.01","0","0","-1","0.06","0.08","0.02","g/kg.bw/day"
"France","2014","A04SD","Blended fat and oils","Adults and Elderly","Elderly","Female","19","0.07","0.06","0.01","-1","0.13","0.16","0.05","211","0.01","0","0","-1","0.06","0.09","0.02","g/kg.bw/day"
"France","2014","A04SD","Blended fat and oils","Adults and Elderly","Elderly","Male","18","0.03","0.03","0","-1","0.06","0.07","0.02","173","0","0","0","-1","0.03","0.04","0.01","g/kg.bw/day"
"France","2014","A039J","Blended frying oil/fats","Adults and Elderly","Elderly","Female","4","0.05","0.04","0.02","-1","0.1","0.11","0.04","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A039J","Blended frying oil/fats","Adults and Elderly","Elderly","Male","10","0.06","0.06","0.02","-1","0.11","0.12","0.03","173","0","0","0","-1","0.03","0.07","0.02","g/kg.bw/day"
"France","2014","A039C","Butter","Adults and Elderly","Elderly","Female","167","0.16","0.13","0.02","-1","0.42","0.59","0.15","211","0.13","0.09","0","-1","0.39","0.55","0.15","g/kg.bw/day"
"France","2014","A039C","Butter","Adults and Elderly","Elderly","Male","141","0.18","0.13","0.02","-1","0.55","0.57","0.15","173","0.14","0.1","0","-1","0.48","0.57","0.15","g/kg.bw/day"
"France","2014","A0ETL","Semolina","Adults and Elderly","Adults","Male","4","0.1","0.08","0.05","-1","0.16","0.16","0.05","751","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A004F","Wheat semolina","Adults and Elderly","Adults","Female","156","0.34","0.23","0.08","-1","0.99","1.2","0.29","1022","0.05","0","0","-1","0.36","0.57","0.17","g/kg.bw/day"
"France","2014","A004F","Wheat semolina","Adults and Elderly","Adults","Male","111","0.42","0.35","0.09","-1","1.07","1.15","0.31","751","0.06","0","0","-1","0.47","0.67","0.19","g/kg.bw/day"
"France","2014","A00AE","Biscuit with inclusions, filling or coating","Adults and Elderly","Adults","Female","217","0.34","0.24","0.05","-1","0.99","1.23","0.38","1022","0.07","0","0","-1","0.44","0.63","0.22","g/kg.bw/day"
"France","2014","A00AE","Biscuit with inclusions, filling or coating","Adults and Elderly","Adults","Male","142","0.34","0.24","0.07","-1","0.94","1.03","0.29","751","0.06","0","0","-1","0.42","0.63","0.18","g/kg.bw/day"
"France","2014","A026A","Pre-cooked sausages to be cooked before consumption","Adults and Elderly","Elderly","Male","1","0.29","0.29","0.29","-1","0.29","0.29","0","173","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A026C","Frankfurter sausage","Adults and Elderly","Elderly","Female","3","0.21","0.19","0.19","-1","0.26","0.26","0.05","211","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2014","A026C","Frankfurter sausage","Adults and Elderly","Elderly","Male","2","0.15","0.15","0.15","-1","0.16","0.16","0.01","173","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A026D","Wiener sausage","Adults and Elderly","Elderly","Female","4","0.22","0.2","0.15","-1","0.32","0.33","0.09","211","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2014","A026D","Wiener sausage","Adults and Elderly","Elderly","Male","6","0.25","0.27","0.07","-1","0.43","0.44","0.15","173","0.01","0","0","-1","0","0.17","0.05","g/kg.bw/day"
"France","2014","A026H","Cervelat (swiss type)","Adults and Elderly","Elderly","Male","1","0.28","0.28","0.28","-1","0.28","0.28","0","173","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A025N","Sliceable or firm cooked sausages","Adults and Elderly","Elderly","Female","3","0.15","0.14","0.12","-1","0.19","0.19","0.04","211","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A025N","Sliceable or firm cooked sausages","Adults and Elderly","Elderly","Male","8","0.42","0.35","0.04","-1","0.99","1.06","0.38","173","0.02","0","0","-1","0","0.33","0.12","g/kg.bw/day"
"France","2014","A025Q","Mortadella-type sausage","Adults and Elderly","Elderly","Female","1","0.12","0.12","0.12","-1","0.12","0.12","0","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A025S","Blood-type sausage","Adults and Elderly","Elderly","Female","9","0.56","0.61","0.16","-1","0.99","1.04","0.33","211","0.02","0","0","-1","0","0.53","0.13","g/kg.bw/day"
"France","2014","A025S","Blood-type sausage","Adults and Elderly","Elderly","Male","3","0.72","0.52","0.51","-1","1.06","1.09","0.35","173","0.01","0","0","-1","0","0","0.1","g/kg.bw/day"
"France","2014","A025V","Cooked salami","Adults and Elderly","Elderly","Female","1","0.18","0.18","0.18","-1","0.18","0.18","0","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A025V","Cooked salami","Adults and Elderly","Elderly","Male","2","0.27","0.27","0.22","-1","0.33","0.33","0.09","173","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2014","A025Z","Head cheese","Adults and Elderly","Elderly","Female","4","0.2","0.18","0.16","-1","0.27","0.28","0.06","211","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2014","A025Z","Head cheese","Adults and Elderly","Elderly","Male","5","0.2","0.17","0.1","-1","0.31","0.32","0.1","173","0.01","0","0","-1","0","0.12","0.04","g/kg.bw/day"
"France","2014","A024F","Sausages","Adults and Elderly","Elderly","Female","13","0.37","0.35","0.13","-1","0.65","0.68","0.18","211","0.02","0","0","-1","0.26","0.35","0.1","g/kg.bw/day"
"France","2014","A024F","Sausages","Adults and Elderly","Elderly","Male","16","0.45","0.32","0.17","-1","1.04","1.18","0.33","173","0.04","0","0","-1","0.3","0.54","0.16","g/kg.bw/day"
"France","2014","A01PG","Fruit compote, pear","Adults and Elderly","Elderly","Male","1","0.22","0.22","0.22","-1","0.22","0.22","0","173","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A01PH","Fruit compote, apricot","Adults and Elderly","Elderly","Female","1","0.02","0.02","0.02","-1","0.02","0.02","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A01PJ","Fruit compote, plum","Adults and Elderly","Elderly","Female","2","0.49","0.49","0.43","-1","0.56","0.56","0.1","211","0","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2014","A01PJ","Fruit compote, plum","Adults and Elderly","Elderly","Male","2","0.73","0.73","0.2","-1","1.25","1.28","0.83","173","0.01","0","0","-1","0","0","0.1","g/kg.bw/day"
"France","2014","A01PM","Fruit compote, peach","Adults and Elderly","Elderly","Female","2","2.26","2.26","1.33","-1","3.19","3.25","1.46","211","0.02","0","0","-1","0","0","0.24","g/kg.bw/day"
"France","2014","A01PM","Fruit compote, peach","Adults and Elderly","Elderly","Male","2","0.65","0.65","0.32","-1","0.97","0.99","0.51","173","0.01","0","0","-1","0","0","0.08","g/kg.bw/day"
